IMG,ID,Pred,GT
nonbleeding.29.jpg,a029,1,1
nonbleeding.154.jpg,a154,0,1
nonbleeding.168.jpg,a168,1,1
nonbleeding.15.jpg,a015,0,1
nonbleeding.236.jpg,a236,0,1
nonbleeding.222.jpg,a222,0,1
nonbleeding.208.jpg,a208,0,1
nonbleeding.234.jpg,a234,1,1
nonbleeding.220.jpg,a220,0,1
nonbleeding.17.jpg,a017,0,1
nonbleeding.142.jpg,a142,0,1
nonbleeding.156.jpg,a156,1,1
nonbleeding.181.jpg,a181,1,1
nonbleeding.195.jpg,a195,0,1
nonbleeding.194.jpg,a194,1,1
nonbleeding.180.jpg,a180,1,1
nonbleeding.157.jpg,a157,1,1
nonbleeding.143.jpg,a143,0,1
nonbleeding.16.jpg,a016,0,1
nonbleeding.221.jpg,a221,0,1
nonbleeding.235.jpg,a235,1,1
nonbleeding.209.jpg,a209,0,1
