IMG,ID,Pred,GT
bleeding.145.jpg,145,0,0
bleeding.151.jpg,151,0,0
bleeding.14.jpg,14,1,0
bleeding.28.jpg,28,0,0
bleeding.16.jpg,16,0,0
bleeding.147.jpg,147,0,0
bleeding.153.jpg,153,1,0
bleeding.184.jpg,184,0,0
bleeding.190.jpg,190,0,0
bleeding.191.jpg,191,0,0
bleeding.185.jpg,185,0,0
bleeding.152.jpg,152,0,0
bleeding.146.jpg,146,0,0
bleeding.17.jpg,17,1,0
bleeding.32.jpg,32,0,0
bleeding.26.jpg,26,1,0
bleeding.201.jpg,201,0,0
bleeding.163.jpg,163,1,0
bleeding.177.jpg,177,1,0
bleeding.188.jpg,188,0,0
bleeding.189.jpg,189,0,0
bleeding.176.jpg,176,1,0
bleeding.162.jpg,162,1,0
bleeding.200.jpg,200,0,0
bleeding.27.jpg,27,1,0
bleeding.33.jpg,33,0,0
bleeding.25.jpg,25,1,0
bleeding.31.jpg,31,0,0
bleeding.19.jpg,19,1,0
bleeding.202.jpg,202,0,0
bleeding.148.jpg,148,0,0
bleeding.174.jpg,174,1,0
bleeding.160.jpg,160,1,0
bleeding.161.jpg,161,0,0
bleeding.175.jpg,175,1,0
bleeding.149.jpg,149,0,0
bleeding.203.jpg,203,0,0
bleeding.18.jpg,18,1,0
bleeding.30.jpg,30,0,0
bleeding.24.jpg,24,1,0
bleeding.20.jpg,20,1,0
bleeding.34.jpg,34,0,0
bleeding.171.jpg,171,1,0
bleeding.165.jpg,165,0,0
bleeding.159.jpg,159,0,0
bleeding.158.jpg,158,1,0
bleeding.164.jpg,164,1,0
bleeding.170.jpg,170,1,0
bleeding.35.jpg,35,0,0
bleeding.21.jpg,21,1,0
bleeding.37.jpg,37,0,0
bleeding.23.jpg,23,1,0
bleeding.204.jpg,204,0,0
bleeding.166.jpg,166,1,0
bleeding.172.jpg,172,1,0
bleeding.199.jpg,199,0,0
bleeding.198.jpg,198,0,0
bleeding.173.jpg,173,1,0
bleeding.167.jpg,167,1,0
bleeding.205.jpg,205,0,0
bleeding.22.jpg,22,1,0
bleeding.36.jpg,36,0,0
bleeding.92.jpg,92,0,0
bleeding.86.jpg,86,0,0
bleeding.51.jpg,51,0,0
bleeding.45.jpg,45,1,0
bleeding.79.jpg,79,1,0
bleeding.128.jpg,128,0,0
bleeding.100.jpg,100,0,0
bleeding.114.jpg,114,0,0
bleeding.115.jpg,115,0,0
bleeding.101.jpg,101,0,0
bleeding.129.jpg,129,0,0
bleeding.78.jpg,78,1,0
bleeding.44.jpg,44,0,0
bleeding.50.jpg,50,1,0
bleeding.87.jpg,87,0,0
bleeding.93.jpg,93,0,0
bleeding.85.jpg,85,1,0
bleeding.91.jpg,91,0,0
bleeding.8.jpg,8,1,0
bleeding.46.jpg,46,0,0
bleeding.52.jpg,52,0,0
bleeding.117.jpg,117,0,0
bleeding.103.jpg,103,0,0
bleeding.102.jpg,102,0,0
bleeding.116.jpg,116,0,0
bleeding.53.jpg,53,0,0
bleeding.47.jpg,47,0,0
bleeding.9.jpg,9,0,0
bleeding.90.jpg,90,0,0
bleeding.84.jpg,84,1,0
bleeding.80.jpg,80,1,0
bleeding.94.jpg,94,0,0
bleeding.43.jpg,43,0,0
bleeding.57.jpg,57,1,0
bleeding.112.jpg,112,0,0
bleeding.106.jpg,106,0,0
bleeding.107.jpg,107,0,0
bleeding.113.jpg,113,0,0
bleeding.56.jpg,56,1,0
bleeding.42.jpg,42,1,0
bleeding.95.jpg,95,0,0
bleeding.81.jpg,81,1,0
bleeding.97.jpg,97,0,0
bleeding.83.jpg,83,1,0
bleeding.68.jpg,68,1,0
bleeding.54.jpg,54,1,0
bleeding.40.jpg,40,1,0
bleeding.105.jpg,105,0,0
bleeding.111.jpg,111,0,0
bleeding.139.jpg,139,0,0
bleeding.138.jpg,138,0,0
bleeding.110.jpg,110,0,0
bleeding.104.jpg,104,0,0
bleeding.41.jpg,41,1,0
bleeding.55.jpg,55,1,0
bleeding.69.jpg,69,1,0
bleeding.82.jpg,82,1,0
bleeding.96.jpg,96,0,0
nonbleeding.166.jpg,166,1,1
nonbleeding.172.jpg,172,1,1
nonbleeding.27.jpg,27,1,1
nonbleeding.33.jpg,33,1,1
nonbleeding.199.jpg,199,0,1
nonbleeding.198.jpg,198,0,1
nonbleeding.32.jpg,32,1,1
nonbleeding.26.jpg,26,1,1
nonbleeding.173.jpg,173,1,1
nonbleeding.167.jpg,167,1,1
nonbleeding.171.jpg,171,1,1
nonbleeding.165.jpg,165,1,1
nonbleeding.18.jpg,18,1,1
nonbleeding.30.jpg,30,1,1
nonbleeding.24.jpg,24,1,1
nonbleeding.159.jpg,159,1,1
nonbleeding.158.jpg,158,1,1
nonbleeding.25.jpg,25,1,1
nonbleeding.31.jpg,31,1,1
nonbleeding.19.jpg,19,1,1
nonbleeding.164.jpg,164,1,1
nonbleeding.170.jpg,170,1,1
nonbleeding.148.jpg,148,0,1
nonbleeding.35.jpg,35,1,1
nonbleeding.21.jpg,21,1,1
nonbleeding.174.jpg,174,1,1
nonbleeding.160.jpg,160,1,1
nonbleeding.161.jpg,161,1,1
nonbleeding.175.jpg,175,1,1
nonbleeding.20.jpg,20,1,1
nonbleeding.34.jpg,34,1,1
nonbleeding.149.jpg,149,0,1
nonbleeding.201.jpg,201,0,1
nonbleeding.22.jpg,22,1,1
nonbleeding.36.jpg,36,1,1
nonbleeding.163.jpg,163,1,1
nonbleeding.177.jpg,177,1,1
nonbleeding.188.jpg,188,0,1
nonbleeding.189.jpg,189,0,1
nonbleeding.176.jpg,176,0,1
nonbleeding.162.jpg,162,1,1
nonbleeding.37.jpg,37,1,1
nonbleeding.23.jpg,23,1,1
nonbleeding.200.jpg,200,0,1
nonbleeding.78.jpg,78,0,1
nonbleeding.105.jpg,105,1,1
nonbleeding.111.jpg,111,0,1
nonbleeding.139.jpg,139,0,1
nonbleeding.44.jpg,44,1,1
nonbleeding.50.jpg,50,1,1
nonbleeding.87.jpg,87,1,1
nonbleeding.93.jpg,93,1,1
nonbleeding.92.jpg,92,1,1
nonbleeding.86.jpg,86,1,1
nonbleeding.51.jpg,51,1,1
nonbleeding.45.jpg,45,1,1
nonbleeding.138.jpg,138,0,1
nonbleeding.110.jpg,110,0,1
nonbleeding.104.jpg,104,1,1
nonbleeding.79.jpg,79,1,1
nonbleeding.112.jpg,112,0,1
nonbleeding.106.jpg,106,1,1
nonbleeding.53.jpg,53,1,1
nonbleeding.47.jpg,47,0,1
nonbleeding.90.jpg,90,1,1
nonbleeding.84.jpg,84,1,1
nonbleeding.85.jpg,85,1,1
nonbleeding.91.jpg,91,1,1
nonbleeding.46.jpg,46,1,1
nonbleeding.52.jpg,52,1,1
nonbleeding.107.jpg,107,1,1
nonbleeding.113.jpg,113,0,1
nonbleeding.56.jpg,56,1,1
nonbleeding.42.jpg,42,0,1
nonbleeding.117.jpg,117,0,1
nonbleeding.103.jpg,103,1,1
nonbleeding.95.jpg,95,1,1
nonbleeding.81.jpg,81,1,1
nonbleeding.80.jpg,80,1,1
nonbleeding.94.jpg,94,1,1
nonbleeding.102.jpg,102,1,1
nonbleeding.116.jpg,116,0,1
nonbleeding.43.jpg,43,0,1
nonbleeding.57.jpg,57,1,1
nonbleeding.41.jpg,41,1,1
nonbleeding.55.jpg,55,1,1
nonbleeding.128.jpg,128,0,1
nonbleeding.100.jpg,100,1,1
nonbleeding.114.jpg,114,0,1
nonbleeding.69.jpg,69,0,1
nonbleeding.82.jpg,82,1,1
nonbleeding.96.jpg,96,1,1
nonbleeding.8.jpg,8,1,1
nonbleeding.9.jpg,9,1,1
nonbleeding.97.jpg,97,1,1
nonbleeding.83.jpg,83,1,1
nonbleeding.68.jpg,68,0,1
nonbleeding.115.jpg,115,0,1
nonbleeding.101.jpg,101,1,1
nonbleeding.129.jpg,129,0,1
nonbleeding.54.jpg,54,1,1
nonbleeding.40.jpg,40,0,1
nonbleeding.124.jpg,124,0,1
nonbleeding.59.jpg,59,1,1
nonbleeding.130.jpg,130,0,1
nonbleeding.65.jpg,65,0,1
nonbleeding.118.jpg,118,0,1
nonbleeding.71.jpg,71,0,1
nonbleeding.4.jpg,4,1,1
nonbleeding.5.jpg,5,1,1
nonbleeding.70.jpg,70,1,1
nonbleeding.119.jpg,119,0,1
nonbleeding.64.jpg,64,0,1
nonbleeding.131.jpg,131,0,1
nonbleeding.58.jpg,58,1,1
nonbleeding.125.jpg,125,0,1
nonbleeding.133.jpg,133,0,1
nonbleeding.127.jpg,127,0,1
nonbleeding.72.jpg,72,0,1
nonbleeding.66.jpg,66,0,1
nonbleeding.99.jpg,99,1,1
nonbleeding.7.jpg,7,1,1
nonbleeding.6.jpg,6,1,1
nonbleeding.98.jpg,98,1,1
nonbleeding.67.jpg,67,0,1
nonbleeding.73.jpg,73,0,1
nonbleeding.126.jpg,126,0,1
nonbleeding.132.jpg,132,0,1
nonbleeding.77.jpg,77,1,1
nonbleeding.63.jpg,63,0,1
nonbleeding.136.jpg,136,0,1
nonbleeding.122.jpg,122,0,1
nonbleeding.88.jpg,88,1,1
nonbleeding.2.jpg,2,1,1
nonbleeding.3.jpg,3,1,1
nonbleeding.89.jpg,89,1,1
nonbleeding.123.jpg,123,0,1
nonbleeding.137.jpg,137,1,1
nonbleeding.62.jpg,62,1,1
nonbleeding.76.jpg,76,1,1
nonbleeding.60.jpg,60,1,1
nonbleeding.109.jpg,109,0,1
nonbleeding.74.jpg,74,0,1
nonbleeding.121.jpg,121,0,1
nonbleeding.48.jpg,48,1,1
nonbleeding.135.jpg,135,1,1
nonbleeding.1.jpg,1,1,1
nonbleeding.134.jpg,134,0,1
nonbleeding.49.jpg,49,1,1
nonbleeding.120.jpg,120,0,1
nonbleeding.75.jpg,75,0,1
nonbleeding.108.jpg,108,0,1
nonbleeding.61.jpg,61,1,1
nonbleeding.147.jpg,147,0,1
nonbleeding.153.jpg,153,0,1
nonbleeding.12.jpg,12,1,1
nonbleeding.184.jpg,184,0,1
nonbleeding.190.jpg,190,0,1
nonbleeding.191.jpg,191,0,1
nonbleeding.185.jpg,185,0,1
nonbleeding.13.jpg,13,1,1
nonbleeding.152.jpg,152,0,1
nonbleeding.146.jpg,146,0,1
nonbleeding.150.jpg,150,0,1
nonbleeding.39.jpg,39,0,1
nonbleeding.144.jpg,144,0,1
nonbleeding.11.jpg,11,1,1
nonbleeding.178.jpg,178,1,1
nonbleeding.193.jpg,193,0,1
nonbleeding.187.jpg,187,0,1
nonbleeding.186.jpg,186,0,1
nonbleeding.192.jpg,192,0,1
nonbleeding.179.jpg,179,1,1
nonbleeding.10.jpg,10,1,1
nonbleeding.145.jpg,145,0,1
nonbleeding.38.jpg,38,0,1
nonbleeding.151.jpg,151,0,1
nonbleeding.14.jpg,14,0,1
nonbleeding.169.jpg,169,1,1
nonbleeding.155.jpg,155,1,1
nonbleeding.28.jpg,28,1,1
nonbleeding.141.jpg,141,0,1
nonbleeding.196.jpg,196,0,1
nonbleeding.182.jpg,182,0,1
nonbleeding.183.jpg,183,1,1
nonbleeding.197.jpg,197,0,1
nonbleeding.140.jpg,140,0,1
nonbleeding.29.jpg,29,1,1
nonbleeding.154.jpg,154,0,1
nonbleeding.168.jpg,168,1,1
nonbleeding.15.jpg,15,1,1
nonbleeding.17.jpg,17,1,1
nonbleeding.142.jpg,142,0,1
nonbleeding.156.jpg,156,1,1
nonbleeding.181.jpg,181,0,1
nonbleeding.195.jpg,195,0,1
nonbleeding.194.jpg,194,0,1
nonbleeding.180.jpg,180,1,1
nonbleeding.157.jpg,157,1,1
nonbleeding.143.jpg,143,0,1
nonbleeding.16.jpg,16,1,1
